Style,Type,Density,Part_Width,Manufacturer,C_MEM_REG_DIMM,memory_total_data_width,C_MEM_PARTNO,C_MEM_PART_DATA_DEPTH,C_MEM_PART_DATA_WIDTH,C_MEM_PART_NUM_BANK_BITS,C_MEM_PART_NUM_ROW_BITS,C_MEM_PART_NUM_COL_BITS,C_MEM_PART_TRAS,C_MEM_PART_TRASMAX,C_MEM_PART_TRC,C_MEM_PART_TRCD,C_MEM_PART_TDQSS,C_MEM_PART_TWR,C_MEM_PART_TRP,C_MEM_PART_TMRD,C_MEM_PART_TRRD,C_MEM_PART_TRFC,C_MEM_PART_TREFI,C_MEM_PART_TAL,C_MEM_PART_TCCD,C_MEM_PART_TWTR,C_MEM_PART_TRTP,C_MEM_PART_CAS_A_FMAX,C_MEM_PART_CAS_A,C_MEM_PART_CAS_B_FMAX,C_MEM_PART_CAS_B,C_MEM_PART_CAS_C_FMAX,C_MEM_PART_CAS_C,C_MEM_PART_CAS_D_FMAX,C_MEM_PART_CAS_D,C_MEM_CLK_WIDTH,C_MEM_ODT_WIDTH,C_MEM_CE_WIDTH,C_MEM_CS_N_WIDTH,C_MEM_NUM_RANKS
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AF-C3,64,8,2,14,10,45000,70000000,56250,11250,,15000,11250,2,7500,105000,7800000,0,2,7500,7500,266,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AF-C4,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AF-E3,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AFP-C3,64,8,2,14,10,45000,70000000,56250,11250,,15000,11250,2,7500,105000,7800000,0,2,7500,7500,266,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AFP-C4,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AFP-E3,64,8,2,14,10,45000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AFP-S5,64,8,2,14,10,40000,70000000,57250,12500,,15000,12500,2,7500,105000,7800000,0,2,7500,7500,400,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AFP-S6,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,400,6,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AFP-Y4,64,8,2,14,10,45000,70000000,57000,12000,,15000,12000,2,7500,105000,7800000,0,2,7500,7500,333,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AFP-Y5,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,333,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AF-S5,64,8,2,14,10,45000,70000000,57250,12500,,15000,12500,2,7500,105000,7800000,0,2,7500,7500,400,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AF-S6,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,400,6,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AF-Y4,64,8,2,14,10,45000,70000000,57000,12000,,15000,12000,2,7500,105000,7800000,0,2,7500,7500,333,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821AF-Y5,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,333,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821BFP-C4,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821BFP-E3,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821BFP-S6,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,400,6,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821BFP-Y5,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,333,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821F-C4,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821F-C5,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,266,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821F-E3,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821F-E4,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821FP-C4,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821FP-C5,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,266,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821FP-E3,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821FP-E4,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821FP-Y5,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,333,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821FP-Y6,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,333,6,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821F-Y5,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,333,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Hynix,0,0,HY5PS12821F-Y6,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,333,6,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x16,Hynix,0,0,HY5PS1G1631AFP-C4,64,16,3,13,10,45000,70000000,56250,11250,,15000,11250,2,7500,127500,7800000,0,2,7500,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x16,Hynix,0,0,HY5PS1G1631AFP-E3,64,16,3,13,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,10000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x16,Hynix,0,0,HY5PS1G1631AFP-Y5,64,16,3,13,10,45000,70000000,57000,12000,,15000,12000,2,7500,127500,7800000,0,2,7500,7500,333,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G821M-C4,128,8,3,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,2000,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G821M-E3,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,2000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G831AFP-C4,128,8,3,14,10,45000,70000000,56250,11250,,15000,11250,2,7500,127500,7800000,0,2,7500,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G831AFP-E3,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,10000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G831AFP-Y5,128,8,3,14,10,45000,70000000,57000,12000,,15000,12000,2,7500,127500,7800000,0,2,7500,7500,333,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G831F-C4,128,8,3,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,127500,7800000,0,2,7500,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G831F-C5,128,8,3,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,127500,7800000,0,2,7500,7500,266,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G831F-E3,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,10000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G831F-E4,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,10000,7500,200,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G831F-Y5,128,8,3,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,127500,7800000,0,2,7500,7500,333,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Hynix,0,0,HY5PS1G831F-Y6,128,8,3,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,127500,7800000,0,2,7500,7500,333,6,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x16,Hynix,0,0,HY5PS561621AFP-C4,16,16,2,13,9,45000,70000000,60000,15000,,15000,15000,2,10000,75000,7800000,0,2,7500,7500,266,4,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x16,Hynix,0,0,HY5PS561621AFP-E3,16,16,2,13,9,45000,70000000,55000,15000,,15000,15000,2,10000,75000,7800000,0,2,10000,7500,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x16,Hynix,0,0,HY5PS561621AFP-S5,16,16,2,13,9,45000,70000000,57250,12500,,15000,12500,2,10000,75000,7800000,0,2,7500,7500,400,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x16,Hynix,0,0,HY5PS561621AFP-Y5,16,16,2,13,9,45000,70000000,60000,15000,,15000,15000,2,10000,75000,7800000,0,2,7500,7500,333,5,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x16,Infineon,1,0,HYB18T1G160AF-3_7,64,16,3,13,10,45000,70000000,60000,15000,,15000,15000,2,10000,127500,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x16,Infineon,1,0,HYB18T1G160AF-3S,64,16,3,13,10,45000,70000000,60000,15000,,15000,15000,2,10000,127500,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x16,Infineon,1,0,HYB18T1G160AF-5,64,16,3,13,10,40000,70000000,55000,15000,,15000,15000,2,10000,127500,7800000,0,2,10000,7500,200,3,200,4,200,5,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Infineon,1,0,HYB18T1G800AF-3_7,128,8,3,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,127500,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Infineon,1,0,HYB18T1G800AF-3S,128,8,3,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,127500,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Infineon,1,0,HYB18T1G800AF-5,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,10000,7500,200,3,200,4,200,5,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x16,Infineon,1,0,HYB18T256160AF-2_5,16,16,2,13,9,45000,70000000,60000,15000,,15000,15000,2,10000,75000,7800000,0,2,7500,7500,200,3,266,4,333,5,400,6,1,1,1,1,1
Discrete,DDR2,256Mb,x16,Infineon,1,0,HYB18T256160AF-3_7,16,16,2,13,9,45000,70000000,60000,15000,,15000,15000,2,10000,75000,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x16,Infineon,1,0,HYB18T256160AF-3S,16,16,2,13,9,45000,70000000,60000,15000,,15000,15000,2,10000,75000,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x16,Infineon,1,0,HYB18T256160AF-5,16,16,2,13,9,40000,70000000,55000,15000,,15000,15000,2,10000,75000,7800000,0,2,7500,7500,200,3,200,4,200,5,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x8,Infineon,1,0,HYB18T256800AF-2_5,32,8,2,13,10,45000,70000000,60000,15000,,15000,15000,2,7500,75000,7800000,0,2,7500,7500,200,3,266,4,333,5,400,6,1,1,1,1,1
Discrete,DDR2,256Mb,x8,Infineon,1,0,HYB18T256800AF-3,32,8,2,13,10,45000,70000000,57500,12000,,15000,12000,2,7500,75000,7800000,0,2,7500,7500,200,3,333,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x8,Infineon,1,0,HYB18T256800AF-3_7,32,8,2,13,10,45000,70000000,60000,15000,,15000,15000,2,7500,75000,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x8,Infineon,1,0,HYB18T256800AF-3S,32,8,2,13,10,45000,70000000,60000,15000,,15000,15000,2,7500,75000,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x8,Infineon,1,0,HYB18T256800AF-5,32,8,2,13,10,40000,70000000,55000,15000,,15000,15000,2,7500,75000,7800000,0,2,7500,7500,200,3,200,4,200,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Infineon,1,0,HYB18T512160BF-2_5,32,16,2,13,10,45000,70000000,60000,15000,,15000,15000,2,10000,105000,7800000,0,2,7500,7500,200,3,266,4,333,5,400,6,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Infineon,1,0,HYB18T512160BF-3,32,16,2,13,10,45000,70000000,57000,12000,,15000,12000,2,10000,105000,7800000,0,2,7500,7500,200,3,333,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Infineon,1,0,HYB18T512160BF-3_7,32,16,2,13,10,45000,70000000,60000,15000,,15000,15000,2,10000,105000,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Infineon,1,0,HYB18T512160BF-3S,32,16,2,13,10,45000,70000000,60000,15000,,15000,15000,2,10000,105000,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Infineon,1,0,HYB18T512160BF-5,32,16,2,13,10,40000,70000000,55000,15000,,15000,15000,2,10000,105000,7800000,0,2,10000,7500,200,3,200,4,200,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Infineon,1,0,HYB18T512800BF-2_5,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,333,5,400,6,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Infineon,1,0,HYB18T512800BF-3,64,8,2,14,10,45000,70000000,57000,12000,,15000,12000,2,7500,105000,7800000,0,2,7500,7500,200,3,333,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Infineon,1,0,HYB18T512800BF-3_7,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Infineon,1,0,HYB18T512800BF-3S,64,8,2,14,10,45000,70000000,60000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Infineon,1,0,HYB18T512800BF-5,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,200,4,200,5,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BC-6,16,16,2,13,9,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BC-7,16,16,2,13,9,45000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BC-7F,16,16,2,13,9,45000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BC-8,16,16,2,13,9,50000,120000000,70000,20000,1,15000,20000,2,15000,80000,7800000,,,,,100,2,125,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BCL-6,16,16,2,13,9,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BCL-7,16,16,2,13,9,45000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BCL-7F,16,16,2,13,9,45000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BCL-8,16,16,2,13,9,50000,120000000,70000,20000,1,15000,20000,2,15000,80000,7800000,,,,,100,2,125,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BT-6,16,16,2,13,9,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BT-7,16,16,2,13,9,45000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BT-7F,16,16,2,13,9,45000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BT-8,16,16,2,13,9,50000,120000000,70000,20000,1,15000,20000,2,15000,80000,7800000,,,,,100,2,125,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BTL-6,16,16,2,13,9,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BTL-7,16,16,2,13,9,45000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BTL-7F,16,16,2,13,9,45000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Infineon,0,0,HYB25D256160BTL-8,16,16,2,13,9,50000,120000000,70000,20000,1,15000,20000,2,15000,80000,7800000,,,,,100,2,125,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BC-6,32,8,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BC-7,32,8,2,13,10,45000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BC-7F,32,8,2,13,10,45000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BC-8,32,8,2,13,10,50000,120000000,70000,20000,1,15000,20000,2,15000,80000,7800000,,,,,100,2,125,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BCL-6,32,8,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BCL-7,32,8,2,13,10,45000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BCL-7F,32,8,2,13,10,45000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BCL-8,32,8,2,13,10,50000,120000000,70000,20000,1,15000,20000,2,15000,80000,7800000,,,,,100,2,125,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BT-6,32,8,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BT-7,32,8,2,13,10,45000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BT-7F,32,8,2,13,10,45000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BT-8,32,8,2,13,10,50000,120000000,70000,20000,1,15000,20000,2,15000,80000,7800000,,,,,100,2,125,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BTL-6,32,8,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BTL-7,32,8,2,13,10,45000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BTL-7F,32,8,2,13,10,45000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,143,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Infineon,0,0,HYB25D256800BTL-8,32,8,2,13,10,50000,120000000,70000,20000,1,15000,20000,2,15000,80000,7800000,,,,,100,2,125,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BC-5,32,16,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BC-6,32,16,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BE-5,32,16,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BE-6,32,16,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BEL-6,32,16,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BF-5,32,16,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BF-6,32,16,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BT-5,32,16,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BT-6,32,16,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
