Style,Type,Density,Part_Width,Manufacturer,C_MEM_REG_DIMM,memory_total_data_width,C_MEM_PARTNO,C_MEM_PART_DATA_DEPTH,C_MEM_PART_DATA_WIDTH,C_MEM_PART_NUM_BANK_BITS,C_MEM_PART_NUM_ROW_BITS,C_MEM_PART_NUM_COL_BITS,C_MEM_PART_TRAS,C_MEM_PART_TRASMAX,C_MEM_PART_TRC,C_MEM_PART_TRCD,C_MEM_PART_TDQSS,C_MEM_PART_TWR,C_MEM_PART_TRP,C_MEM_PART_TMRD,C_MEM_PART_TRRD,C_MEM_PART_TRFC,C_MEM_PART_TREFI,C_MEM_PART_TAL,C_MEM_PART_TCCD,C_MEM_PART_TWTR,C_MEM_PART_TRTP,C_MEM_PART_CAS_A_FMAX,C_MEM_PART_CAS_A,C_MEM_PART_CAS_B_FMAX,C_MEM_PART_CAS_B,C_MEM_PART_CAS_C_FMAX,C_MEM_PART_CAS_C,C_MEM_PART_CAS_D_FMAX,C_MEM_PART_CAS_D,C_MEM_CLK_WIDTH,C_MEM_ODT_WIDTH,C_MEM_CE_WIDTH,C_MEM_CS_N_WIDTH,C_MEM_NUM_RANKS
Discrete,DDR,512Mb,x16,Infineon,0,0,HYB25D512160BTL-6,32,16,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Infineon,0,0,HYB25D512800BC-5,64,8,2,13,11,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Infineon,0,0,HYB25D512800BC-6,64,8,2,13,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Infineon,0,0,HYB25D512800BE-5,64,8,2,13,11,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Infineon,0,0,HYB25D512800BE-6,64,8,2,13,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Infineon,0,0,HYB25D512800BEL-6,64,8,2,13,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Infineon,0,0,HYB25D512800BF-5,64,8,2,13,11,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Infineon,0,0,HYB25D512800BF-6,64,8,2,13,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Infineon,0,0,HYB25D512800BT-5,64,8,2,13,11,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Infineon,0,0,HYB25D512800BT-6,64,8,2,13,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,SDRAM,128Mb,x16,Infineon,0,0,HYB25L128160AC-75,8,16,2,12,9,45000,100000000,67000,19000,0,14000,19000,2,15000,60000,15625000,0,1,0,0,105,2,133,3,0,0,0,0,1,1,1,1,1
Discrete,SDRAM,128Mb,x16,Infineon,0,0,HYB25L128160AC-8,8,16,2,12,9,48000,100000000,70000,19000,0,14000,19000,2,16000,60000,15625000,0,1,0,0,105,2,125,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,1Gb,x8,Samsung,0,0,K4H1G0838A-A2,128,8,2,14,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,1Gb,x8,Samsung,0,0,K4H1G0838A-B0,128,8,2,14,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,1Gb,x8,Samsung,0,0,K4H1G0838A-B3,128,8,2,14,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,1Gb,x8,Samsung,0,0,K4H1G0838A-CC,128,8,2,14,11,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,1Gb,x8,Samsung,0,0,K4H1G0838M-A2,128,8,2,14,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,1Gb,x8,Samsung,0,0,K4H1G0838M-B0,128,8,2,14,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,1Gb,x8,Samsung,0,0,K4H1G0838M-B3,128,8,2,14,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838B-A2,64,8,2,13,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838B-B0,64,8,2,13,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838B-B3,64,8,2,13,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838B-CC,64,8,2,13,11,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838C-A2,64,8,2,13,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838C-B0,64,8,2,13,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838C-B3,64,8,2,13,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838C-CC,64,8,2,13,11,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838D-A2,64,8,2,13,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838D-B0,64,8,2,13,11,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838D-B3,64,8,2,13,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x8,Samsung,0,0,K4H510838D-CC,64,8,2,13,11,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638B-A2,32,16,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638B-B0,32,16,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638B-B3,32,16,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638B-CC,32,16,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638C-A2,32,16,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638C-B0,32,16,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638C-B3,32,16,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638C-CC,32,16,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638D-A2,32,16,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638D-B0,32,16,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638D-B3,32,16,2,13,10,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,512Mb,x16,Samsung,0,0,K4H511638D-CC,32,16,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838E-A2,32,8,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838E-B0,32,8,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838E-B3,32,8,2,13,10,40000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838E-CC,32,8,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838F-A2,32,8,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838F-B0,32,8,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838F-B3,32,8,2,13,10,40000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838F-CC,32,8,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838H-A2,32,8,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838H-B0,32,8,2,13,10,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838H-B3,32,8,2,13,10,40000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x8,Samsung,0,0,K4H560838H-CC,32,8,2,13,10,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Samsung,0,0,K4H561638F-A2,16,16,2,13,9,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Samsung,0,0,K4H561638F-B0,16,16,2,13,9,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Samsung,0,0,K4H561638F-B3,16,16,2,13,9,40000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Samsung,0,0,K4H561638F-CC,16,16,2,13,9,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Samsung,0,0,K4H561638H-A2,16,16,2,13,9,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Samsung,0,0,K4H561638H-B0,16,16,2,13,9,45000,70000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Samsung,0,0,K4H561638H-B3,16,16,2,13,9,40000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Samsung,0,0,K4H561638H-CC,16,16,2,13,9,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,166,2.5,200,3,0,0,0,0,1,1,1,1,1
Discrete,SDRAM,64Mb,x8,Samsung,0,0,K4S640832K-75,8,8,2,12,9,45000,100000000,65000,20000,0,12000,20000,2,15000,60000,15625000,0,1,0,0,133,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,SDRAM,64Mb,x16,Samsung,0,0,K4S641632K-50,4,16,2,12,8,40000,100000000,50000,15000,0,12000,15000,2,10000,60000,15625000,0,1,0,0,200,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,SDRAM,64Mb,x16,Samsung,0,0,K4S641632K-60,4,16,2,12,8,42000,100000000,60000,18000,0,12000,18000,2,12000,60000,15625000,0,1,0,0,166,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,SDRAM,64Mb,x16,Samsung,0,0,K4S641632K-75,4,16,2,12,8,45000,100000000,65000,20000,0,12000,20000,2,15000,60000,15625000,0,1,0,0,133,3,0,0,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Samsung,0,0,K4T1G084QA-CC,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,10000,7500,200,3,200,4,0,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Samsung,0,0,K4T1G084QA-D5,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x8,Samsung,0,0,K4T1G084QA-E6,128,8,3,14,10,39000,70000000,54000,15000,,15000,15000,2,7500,127500,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x16,Samsung,0,0,K4T1G164QA-CC,64,16,3,13,10,40000,70000000,55000,15000,,15000,15000,2,10000,127500,7800000,0,2,10000,7500,200,3,200,4,266,0,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x16,Samsung,0,0,K4T1G164QA-D5,64,16,3,13,10,40000,70000000,55000,15000,,15000,15000,2,10000,127500,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,1Gb,x16,Samsung,0,0,K4T1G164QA-E6,64,16,3,13,10,39000,70000000,54000,15000,,15000,15000,2,10000,127500,7800000,0,2,7500,7500,200,3,266,4,,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Samsung,0,0,K4T51083QB-CC,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,200,4,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Samsung,0,0,K4T51083QB-D5,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Samsung,0,0,K4T51083QC-CC,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,200,4,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Samsung,0,0,K4T51083QC-D5,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Samsung,0,0,K4T51083QC-E6,64,8,2,14,10,39000,70000000,54000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Samsung,0,0,K4T51083QC-E7,64,8,2,14,10,39000,70000000,51500,12500,,15000,12500,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,400,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x8,Samsung,0,0,K4T51083QC-ZCD5,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Samsung,0,0,K4T51163QB-CC,32,16,2,13,10,40000,70000000,55000,15000,,15000,15000,2,10000,105000,7800000,0,2,10000,7500,200,3,200,4,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Samsung,0,0,K4T51163QB-D5,32,16,2,13,10,40000,70000000,55000,15000,,15000,15000,2,10000,105000,7800000,0,2,7500,7500,200,3,266,4,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Samsung,0,0,K4T51163QC-CC,32,16,2,13,10,40000,70000000,55000,15000,,15000,15000,2,10000,105000,7800000,0,2,10000,7500,200,3,200,4,0,0,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Samsung,0,0,K4T51163QC-D5,32,16,2,13,10,40000,70000000,55000,15000,,15000,15000,2,10000,105000,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Samsung,0,0,K4T51163QC-E6,32,16,2,13,10,40000,70000000,54000,15000,,15000,15000,2,10000,105000,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Samsung,0,0,K4T51163QC-E7,32,16,2,13,10,39000,70000000,51500,12500,,15000,12500,2,10000,105000,7800000,0,2,7500,7500,200,3,266,4,400,5,0,0,1,1,1,1,1
Discrete,DDR2,512Mb,x16,Samsung,0,0,K4T51163QC-ZCD5,32,16,2,13,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,266,5,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x8,Samsung,0,0,K4T56083QF-CC,32,8,2,13,10,40000,70000000,55000,15000,,15000,15000,2,7500,75000,7800000,0,2,10000,7500,200,3,200,4,0,0,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x8,Samsung,0,0,K4T56083QF-D5,32,8,2,13,10,40000,70000000,55000,15000,,15000,15000,2,7500,75000,7800000,0,2,7500,7500,200,3,266,4,0,0,0,0,1,1,1,1,1
Discrete,DDR2,256Mb,x8,Samsung,0,0,K4T56083QF-E6,32,8,2,13,10,39000,70000000,54000,15000,,15000,15000,2,7500,75000,7800000,0,2,7500,7500,200,3,266,4,333,5,0,0,1,1,1,1,1
SODIMM,DDR,1GB,x64,Kingston,0,64,KVR333X64S-C25,64,8,2,13,11,42000,70000000,60000,18000,1,15000,18000,2,12000,72000,7800000,,,,,133,2,166,2.5,166,3,0,0,3,1,2,2,2
DIMM,DDR,256MB,x64,Kingston,0,64,KVR266X64C25/256,32,8,2,13,10,45000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2.5,0,0,0,0,0,0,3,1,1,1,1
SODIMM,DDR2,1GB,x64,Micron,0,64,MT16HTF12864H-40E,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,200,4,0,0,0,0,2,2,2,2,2
SODIMM,DDR2,1GB,x64,Micron,0,64,MT16HTF12864H-53E,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,7500,7500,200,3,266,4,0,0,0,0,2,2,2,2,2
SODIMM,DDR2,1GB,x64,Micron,0,64,MT16HTF12864H-667,64,8,2,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,105000,7800000,0,2,10000,7500,200,3,266,4,333,5,0,0,2,2,2,2,2
SODIMM,DDR2,2GB,x64,Micron,0,64,MT16HTF25664H-40E,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,10000,7500,200,3,200,4,0,0,0,0,2,2,2,2,2
SODIMM,DDR2,2GB,x64,Micron,0,64,MT16HTF25664H-53E,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,7500,7500,200,3,266,4,0,0,0,0,2,2,2,2,2
SODIMM,DDR2,2GB,x64,Micron,0,64,MT16HTF25664H-667,128,8,3,14,10,40000,70000000,55000,15000,,15000,15000,2,7500,127500,7800000,0,2,10000,7500,200,3,266,4,333,5,0,0,2,2,2,2,2
SODIMM,DDR2,512MB,x64,Micron,0,64,MT16HTF6464H-40E,32,8,2,13,10,40000,70000000,55000,15000,,15000,15000,2,7500,75000,7800000,0,2,10000,7500,200,3,200,4,0,0,0,0,2,2,2,2,2
SODIMM,DDR2,512MB,x64,Micron,0,64,MT16HTF6464H-53E,32,8,2,13,10,40000,70000000,55000,15000,,15000,15000,2,7500,75000,7800000,0,2,7500,7500,200,3,266,4,0,0,0,0,2,2,2,2,2
SODIMM,DDR2,512MB,x64,Micron,0,64,MT16HTF6464H-667,32,8,2,13,10,40000,70000000,55000,15000,,15000,15000,2,7500,75000,7800000,0,2,10000,7500,266,4,333,5,0,0,0,0,2,2,2,2,2
SODIMM,DDR,1GB,x64,Micron,0,64,MT16VDDF12864(L)H-262,64,8,2,13,11,40000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,2,1,2,2,2
SODIMM,DDR,1GB,x64,Micron,0,64,MT16VDDF12864(L)H-265,64,8,2,13,11,40000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,2,1,2,2,2
SODIMM,DDR,1GB,x64,Micron,0,64,MT16VDDF12864(L)H-26A,64,8,2,13,11,40000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,2,1,2,2,2
SODIMM,DDR,1GB,x64,Micron,0,64,MT16VDDF12864(L)H-335,64,8,2,13,11,42000,70000000,60000,15000,1,15000,15000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,2,1,2,2,2
SODIMM,DDR,512MB,x64,Micron,0,64,MT16VDDF6464(L)H-262,32,8,2,13,10,40000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,2,1,2,2,2
SODIMM,DDR,512MB,x64,Micron,0,64,MT16VDDF6464(L)H-265,32,8,2,13,10,40000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,2,1,2,2,2
SODIMM,DDR,512MB,x64,Micron,0,64,MT16VDDF6464(L)H-26A,32,8,2,13,10,40000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,2,1,2,2,2
SODIMM,DDR,512MB,x64,Micron,0,64,MT16VDDF6464(L)H-335,32,8,2,13,10,42000,70000000,60000,15000,1,15000,15000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,2,1,2,2,2
Discrete,DDR,1Gb,x8,Micron,0,0,MT46V128M8-5B,128,8,2,14,11,40000,70000000,55000,15000,1,15000,15000,2,10000,120000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,1Gb,x8,Micron,0,0,MT46V128M8-6T,128,8,2,14,11,42000,70000000,60000,15000,1,15000,15000,2,12000,120000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,1Gb,x8,Micron,0,0,MT46V128M8-75,128,8,2,14,11,40000,120000000,65000,20000,1,15000,20000,2,15000,120000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Micron,0,0,MT46V16M16-5B,16,16,2,13,9,40000,70000000,55000,15000,1,15000,15000,2,10000,70000,7800000,,,,,133,2,166,2.5,200,3,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Micron,0,0,MT46V16M16-6,16,16,2,13,9,42000,70000000,60000,15000,1,15000,15000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Micron,0,0,MT46V16M16-6T,16,16,2,13,9,42000,70000000,60000,15000,1,15000,15000,2,12000,72000,7800000,,,,,133,2,166,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Micron,0,0,MT46V16M16-75,16,16,2,13,9,40000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,100,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Micron,0,0,MT46V16M16-75E,16,16,2,13,9,40000,120000000,60000,15000,1,15000,15000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
Discrete,DDR,256Mb,x16,Micron,0,0,MT46V16M16-75Z,16,16,2,13,9,40000,120000000,65000,20000,1,15000,20000,2,15000,75000,7800000,,,,,133,2,133,2.5,0,0,0,0,1,1,1,1,1
